,Estimate; INCOME AND BENEFITS (IN 2016 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars),Geography,Estimate; INCOME AND BENEFITS (IN 2016 INFLATION-ADJUSTED DOLLARS) - Total households - Mean household income (dollars)
22117,46439.0,"Greenfields CDP, Pennsylvania",55943.0
22118,66071.0,"Green Hills borough, Pennsylvania",63943.0
22119,61250.0,"Green Lane borough, Pennsylvania",74085.0
22120,41691.0,"Greenock CDP, Pennsylvania",46854.0
22121,44375.0,"Greensboro borough, Pennsylvania",54580.0
22122,36256.0,"Greensburg city, Pennsylvania",51017.0
22123,29138.0,"Greens Landing CDP, Pennsylvania",44084.0
22124,72604.0,"Green Tree borough, Pennsylvania",91886.0
22125,40286.0,"Greenville borough, Pennsylvania",45850.0
22126,37966.0,"Greenwood CDP, Pennsylvania",43125.0
22127,76172.0,"Grier City CDP, Pennsylvania",84959.0
22128,62026.0,"Grill CDP, Pennsylvania",75473.0
22129,27132.0,"Grindstone CDP, Pennsylvania",39159.0
22130,44310.0,"Grove City borough, Pennsylvania",53013.0
22131,90740.0,"Guilford CDP, Pennsylvania",107315.0
22132,46250.0,"Guys Mills CDP, Pennsylvania",55777.0
22133,89236.0,"Halfway House CDP, Pennsylvania",94409.0
22134,43750.0,"Halifax borough, Pennsylvania",49486.0
22135,56935.0,"Hallam borough, Pennsylvania",57100.0
22136,40208.0,"Hallstead borough, Pennsylvania",53849.0
22137,51063.0,"Hamburg borough, Pennsylvania",61661.0
22138,71767.0,"Hampton CDP, Pennsylvania",70243.0
22139,,"Hannasville CDP, Pennsylvania",85032.0
22140,45241.0,"Hanover borough, Pennsylvania",58671.0
22141,65139.0,"Harleigh CDP, Pennsylvania",77807.0
22142,85425.0,"Harleysville CDP, Pennsylvania",100648.0
22143,25625.0,"Harmonsburg CDP, Pennsylvania",33813.0
22144,62404.0,"Harmony borough, Pennsylvania",79909.0
22145,32688.0,"Harrisburg city, Pennsylvania",46371.0
22146,32422.0,"Harrison City CDP, Pennsylvania",34992.0
22147,58036.0,"Harrisville borough, Pennsylvania",65202.0
22148,63333.0,"Hartleton borough, Pennsylvania",72148.0
22149,40000.0,"Hartstown CDP, Pennsylvania",46881.0
22150,56962.0,"Harveys Lake borough, Pennsylvania",77174.0
22151,44444.0,"Harwick CDP, Pennsylvania",53592.0
22152,50987.0,"Hasson Heights CDP, Pennsylvania",65229.0
22153,40536.0,"Hastings borough, Pennsylvania",48863.0
22154,66176.0,"Hatboro borough, Pennsylvania",77393.0
22155,50486.0,"Hatfield borough, Pennsylvania",65527.0
22156,156500.0,"Haverford College CDP, Pennsylvania",140324.0
22157,43438.0,"Hawk Run CDP, Pennsylvania",50706.0
22158,36406.0,"Hawley borough, Pennsylvania",52994.0
22159,40179.0,"Hawthorn borough, Pennsylvania",48090.0
22160,65833.0,"Haysville borough, Pennsylvania",64125.0
22161,32460.0,"Hazleton city, Pennsylvania",45996.0
22162,56250.0,"Hebron CDP, Pennsylvania",54129.0
22163,47500.0,"Heckscherville CDP, Pennsylvania",48702.0
22164,37813.0,"Hegins CDP, Pennsylvania",60383.0
22165,43333.0,"Heidelberg borough, Pennsylvania",51305.0
22166,50000.0,"Heidlersburg CDP, Pennsylvania",63000.0
22167,54457.0,"Heilwood CDP, Pennsylvania",53014.0
22168,59907.0,"Hellertown borough, Pennsylvania",67791.0
22169,61679.0,"Hemlock Farms CDP, Pennsylvania",76919.0
22170,78077.0,"Hendersonville CDP, Pennsylvania",95988.0
22171,48361.0,"Hereford CDP, Pennsylvania",60138.0
22172,51815.0,"Herminie CDP, Pennsylvania",55827.0
22173,55194.0,"Hermitage city, Pennsylvania",69453.0
22174,44000.0,"Herndon borough, Pennsylvania",50706.0
22175,54514.0,"Hershey CDP, Pennsylvania",85404.0
22176,78315.0,"Hickory CDP, Pennsylvania",79354.0
22177,39150.0,"Hickory Hills CDP, Pennsylvania",51982.0
22178,48406.0,"Highland Park CDP, Pennsylvania",56581.0
22179,39069.0,"Highspire borough, Pennsylvania",43370.0
22180,69286.0,"Hilldale CDP, Pennsylvania",97049.0
22181,60063.0,"Hiller CDP, Pennsylvania",65622.0
22182,58563.0,"Hokendauqua CDP, Pennsylvania",71664.0
22183,40909.0,"Holiday Pocono CDP, Pennsylvania",48875.0
22184,52078.0,"Hollidaysburg borough, Pennsylvania",58794.0
22185,52376.0,"Homeacre-Lyndora CDP, Pennsylvania",65688.0
22186,43125.0,"Homer City borough, Pennsylvania",52409.0
22187,24703.0,"Homestead borough, Pennsylvania",35018.0
22188,56925.0,"Hometown CDP, Pennsylvania",68105.0
22189,51458.0,"Homewood borough, Pennsylvania",50637.0
22190,26964.0,"Honesdale borough, Pennsylvania",37388.0
22191,60846.0,"Honey Brook borough, Pennsylvania",69481.0
22192,52188.0,"Hookstown borough, Pennsylvania",51530.0
22193,35833.0,"Hooversville borough, Pennsylvania",48473.0
22194,50114.0,"Hop Bottom borough, Pennsylvania",48576.0
22195,39450.0,"Hopeland CDP, Pennsylvania",46742.0
22196,45625.0,"Hopewell borough, Pennsylvania",43902.0
22197,39821.0,"Hopwood CDP, Pennsylvania",58712.0
22198,74188.0,"Horsham CDP, Pennsylvania",93176.0
22199,53542.0,"Hostetter CDP, Pennsylvania",55581.0
22200,75952.0,"Houserville CDP, Pennsylvania",91084.0
22201,40114.0,"Houston borough, Pennsylvania",52027.0
22202,39667.0,"Houtzdale borough, Pennsylvania",51688.0
22203,50125.0,"Howard borough, Pennsylvania",59152.0
22204,,"Hublersburg CDP, Pennsylvania",
22205,54091.0,"Hudson CDP, Pennsylvania",55228.0
22206,56786.0,"Hughestown borough, Pennsylvania",65462.0
22207,46917.0,"Hughesville borough, Pennsylvania",54415.0
22208,78333.0,"Hulmeville borough, Pennsylvania",88475.0
22209,52426.0,"Hummelstown borough, Pennsylvania",66869.0
22210,54776.0,"Hummels Wharf CDP, Pennsylvania",68037.0
22211,62500.0,"Hunker borough, Pennsylvania",89764.0
22212,55357.0,"Hunterstown CDP, Pennsylvania",57513.0
22213,39273.0,"Huntingdon borough, Pennsylvania",45760.0
22214,29688.0,"Hyde CDP, Pennsylvania",38064.0
22215,52759.0,"Hyde Park CDP, Pennsylvania",56062.0
22216,45357.0,"Hyde Park borough, Pennsylvania",59444.0
22217,44531.0,"Hydetown borough, Pennsylvania",52586.0
22218,37619.0,"Hyndman borough, Pennsylvania",45254.0
22219,81250.0,"Idaville CDP, Pennsylvania",126328.0
22220,64735.0,"Imperial CDP, Pennsylvania",71490.0
22221,28103.0,"Indiana borough, Pennsylvania",42356.0
22222,74500.0,"Indian Lake borough, Pennsylvania",96818.0
22223,50052.0,"Indian Mountain Lake CDP, Pennsylvania",63137.0
22224,57619.0,"Industry borough, Pennsylvania",66473.0
22225,48490.0,"Ingram borough, Pennsylvania",70700.0
22226,40561.0,"Inkerman CDP, Pennsylvania",57020.0
22227,53947.0,"Intercourse CDP, Pennsylvania",82317.0
22228,27750.0,"Iola CDP, Pennsylvania",49239.0
22229,45625.0,"Irvona borough, Pennsylvania",56884.0
22230,44375.0,"Irwin borough, Pennsylvania",55158.0
22231,93333.0,"Ivyland borough, Pennsylvania",110493.0
22232,50833.0,"Jackson Center borough, Pennsylvania",60134.0
22233,37857.0,"Jacksonville CDP (Centre County), Pennsylvania",43200.0
22234,41250.0,"Jacksonville CDP (Indiana County), Pennsylvania",45738.0
22235,97721.0,"Jacksonwald CDP, Pennsylvania",96866.0
22236,74500.0,"Jacobus borough, Pennsylvania",84372.0
22237,39375.0,"James City CDP, Pennsylvania",46097.0
22238,42500.0,"Jamestown borough, Pennsylvania",49414.0
22239,35417.0,"Jamison City CDP, Pennsylvania",40224.0
22240,41395.0,"Jeannette city, Pennsylvania",51574.0
22241,69423.0,"Jeddo borough, Pennsylvania",77143.0
22242,46500.0,"Jefferson borough (Greene County), Pennsylvania",62946.0
22243,64583.0,"Jefferson borough (York County), Pennsylvania",61965.0
22244,79615.0,"Jefferson Hills borough, Pennsylvania",104359.0
22245,69750.0,"Jenkintown borough, Pennsylvania",99022.0
22246,48438.0,"Jennerstown borough, Pennsylvania",61578.0
22247,43071.0,"Jermyn borough, Pennsylvania",57133.0
22248,48984.0,"Jerome CDP, Pennsylvania",51077.0
22249,51111.0,"Jersey Shore borough, Pennsylvania",54800.0
22250,30000.0,"Jerseytown CDP, Pennsylvania",49670.0
22251,46500.0,"Jessup borough, Pennsylvania",68943.0
22252,53241.0,"Jim Thorpe borough, Pennsylvania",57293.0
22253,46736.0,"Joffre CDP, Pennsylvania",66549.0
22254,40926.0,"Johnsonburg borough, Pennsylvania",48810.0
22255,24075.0,"Johnstown city, Pennsylvania",33078.0
22256,,"Jonestown CDP, Pennsylvania",41118.0
22257,70250.0,"Jonestown borough, Pennsylvania",77044.0
22258,50000.0,"Julian CDP, Pennsylvania",46897.0
22259,32750.0,"Juniata Terrace borough, Pennsylvania",49595.0
22260,42538.0,"Kane borough, Pennsylvania",54320.0
22261,56875.0,"Kapp Heights CDP, Pennsylvania",60514.0
22262,26563.0,"Karns City borough, Pennsylvania",35491.0
22263,42019.0,"Kelayres CDP, Pennsylvania",50130.0
22264,61667.0,"Kempton CDP, Pennsylvania",75239.0
22265,57059.0,"Kenhorst borough, Pennsylvania",62995.0
22266,69524.0,"Kenilworth CDP, Pennsylvania",84808.0
22267,34732.0,"Kenmar CDP, Pennsylvania",59353.0
22268,60556.0,"Kennerdell CDP, Pennsylvania",59300.0
22269,65795.0,"Kennett Square borough, Pennsylvania",77784.0
22270,45298.0,"Kerrtown CDP, Pennsylvania",42793.0
22271,51888.0,"Kersey CDP, Pennsylvania",58571.0
22272,79967.0,"King of Prussia CDP, Pennsylvania",103580.0
22273,47840.0,"Kingston borough, Pennsylvania",64647.0
22274,46429.0,"Kirkwood CDP, Pennsylvania",61395.0
22275,68295.0,"Kiskimere CDP, Pennsylvania",65408.0
22276,40833.0,"Kistler borough, Pennsylvania",46908.0
22277,30515.0,"Kittanning borough, Pennsylvania",42215.0
22278,42500.0,"Klingerstown CDP, Pennsylvania",45200.0
22279,49141.0,"Knox borough, Pennsylvania",58063.0
22280,50000.0,"Knoxville borough, Pennsylvania",55177.0
22281,45682.0,"Koppel borough, Pennsylvania",49918.0
22282,60417.0,"Kratzerville CDP, Pennsylvania",74873.0
22283,63409.0,"Kreamer CDP, Pennsylvania",62030.0
22284,39250.0,"Kulpmont borough, Pennsylvania",51238.0
22285,67080.0,"Kulpsville CDP, Pennsylvania",92896.0
22286,51027.0,"Kutztown borough, Pennsylvania",63374.0
22287,,"Kutztown University CDP, Pennsylvania",
22288,28672.0,"Kylertown CDP, Pennsylvania",42244.0
22289,42321.0,"Laceyville borough, Pennsylvania",60128.0
22290,81944.0,"Laflin borough, Pennsylvania",104036.0
22291,42727.0,"Lake Arthur Estates CDP, Pennsylvania",45831.0
22292,42422.0,"Lake City borough, Pennsylvania",57645.0
22293,86786.0,"Lake Heritage CDP, Pennsylvania",102139.0
22294,76250.0,"Lake Latonka CDP, Pennsylvania",103284.0
22295,88050.0,"Lake Meade CDP, Pennsylvania",99712.0
22296,42014.0,"Lakemont CDP, Pennsylvania",58899.0
22297,61563.0,"Lake Winola CDP, Pennsylvania",79109.0
22298,70880.0,"Lake Wynonah CDP, Pennsylvania",80101.0
22299,41667.0,"Lamar CDP, Pennsylvania",59089.0
22300,69221.0,"Lampeter CDP, Pennsylvania",72862.0
22301,36233.0,"Lancaster city, Pennsylvania",47297.0
22302,62750.0,"Landingville borough, Pennsylvania",66258.0
22303,44643.0,"Landisburg borough, Pennsylvania",53483.0
22304,67163.0,"Landisville CDP, Pennsylvania",98063.0
22305,41250.0,"Lanesboro borough, Pennsylvania",46384.0
22306,,"Langeloth CDP, Pennsylvania",55788.0
22307,79000.0,"Langhorne borough, Pennsylvania",90003.0
22308,94063.0,"Langhorne Manor borough, Pennsylvania",122014.0
22309,61095.0,"Lansdale borough, Pennsylvania",71416.0
22310,54608.0,"Lansdowne borough, Pennsylvania",76673.0
22311,30607.0,"Lansford borough, Pennsylvania",41673.0
22312,71875.0,"Laporte borough, Pennsylvania",86074.0
22313,47232.0,"Larksville borough, Pennsylvania",58288.0
22314,44656.0,"Latrobe borough, Pennsylvania",56191.0
22315,52500.0,"Lattimer CDP, Pennsylvania",58529.0
22316,54464.0,"Laureldale borough, Pennsylvania",58327.0
22317,58036.0,"Laurel Mountain borough, Pennsylvania",75858.0
22318,45000.0,"Laurel Run borough, Pennsylvania",54603.0
22319,58906.0,"Laurelton CDP, Pennsylvania",75629.0
22320,80375.0,"Laurys Station CDP, Pennsylvania",88389.0
22321,,"Lavelle CDP, Pennsylvania",57937.0
22322,59241.0,"Lawnton CDP, Pennsylvania",71042.0
22323,40950.0,"Lawrence CDP, Pennsylvania",43468.0
22324,52043.0,"Lawrence Park CDP, Pennsylvania",63125.0
22325,36964.0,"Lawrenceville borough, Pennsylvania",45540.0
22326,44583.0,"Lawson Heights CDP, Pennsylvania",60538.0
22327,35737.0,"Lebanon city, Pennsylvania",47106.0
22328,56429.0,"Lebanon South CDP, Pennsylvania",60955.0
22329,37143.0,"Leechburg borough, Pennsylvania",46702.0
22330,,"Leeper CDP, Pennsylvania",51978.0
22331,65375.0,"Leesport borough, Pennsylvania",71511.0
22332,46389.0,"Leetsdale borough, Pennsylvania",61457.0
22333,43040.0,"Lehighton borough, Pennsylvania",48343.0
22334,75302.0,"Leith-Hatfield CDP, Pennsylvania",90657.0
22335,89167.0,"Lemont CDP, Pennsylvania",103301.0
22336,27375.0,"Lemont Furnace CDP, Pennsylvania",33965.0
22337,48829.0,"Lemoyne borough, Pennsylvania",73077.0
22338,49784.0,"Lenape Heights CDP, Pennsylvania",54886.0
22339,42500.0,"Lenhartsville borough, Pennsylvania",58048.0
22340,42917.0,"Lenkerville CDP, Pennsylvania",48328.0
22341,63542.0,"Leola CDP, Pennsylvania",74660.0
22342,60208.0,"Le Raysville borough, Pennsylvania",67728.0
22343,73476.0,"Level Green CDP, Pennsylvania",92785.0
22344,72627.0,"Levittown CDP, Pennsylvania",79475.0
22345,45833.0,"Lewisberry borough, Pennsylvania",61348.0
22346,43214.0,"Lewisburg borough, Pennsylvania",56195.0
22347,55000.0,"Lewis Run borough, Pennsylvania",62083.0
22348,30993.0,"Lewistown borough, Pennsylvania",40417.0
22349,51892.0,"Liberty borough (Allegheny County), Pennsylvania",57660.0
22350,40417.0,"Liberty borough (Tioga County), Pennsylvania",50700.0
22351,59063.0,"Lightstreet CDP, Pennsylvania",62511.0
22352,41759.0,"Ligonier borough, Pennsylvania",59746.0
22353,44239.0,"Lilly borough, Pennsylvania",53126.0
22354,46667.0,"Lima CDP, Pennsylvania",59770.0
22355,32386.0,"Lime Ridge CDP, Pennsylvania",52618.0
22356,54833.0,"Lincoln borough, Pennsylvania",60767.0
22357,59018.0,"Lincoln Park CDP, Pennsylvania",73524.0
22358,,"Lincoln University CDP, Pennsylvania",
22359,40469.0,"Lincolnville CDP, Pennsylvania",44192.0
22360,44125.0,"Linesville borough, Pennsylvania",64056.0
22361,73598.0,"Linglestown CDP, Pennsylvania",83300.0
22362,68942.0,"Linntown CDP, Pennsylvania",96593.0
22363,58212.0,"Linwood CDP, Pennsylvania",60290.0
22364,86809.0,"Lionville CDP, Pennsylvania",113579.0
22365,53942.0,"Lititz borough, Pennsylvania",72118.0
22366,65048.0,"Little Britain CDP, Pennsylvania",69406.0
22367,53750.0,"Little Meadows borough, Pennsylvania",73996.0
22368,55526.0,"Littlestown borough, Pennsylvania",62144.0
22369,47500.0,"Liverpool borough, Pennsylvania",49299.0
22370,29560.0,"Lock Haven city, Pennsylvania",39382.0
22371,44063.0,"Locustdale CDP, Pennsylvania",45215.0
22372,56250.0,"Loganton borough, Pennsylvania",61094.0
22373,73500.0,"Loganville borough, Pennsylvania",85558.0
22374,58750.0,"Long Branch borough, Pennsylvania",68979.0
22375,32014.0,"Longfellow CDP, Pennsylvania",47756.0
22376,34375.0,"Lorain borough, Pennsylvania",45650.0
22377,65205.0,"Lorane CDP, Pennsylvania",80269.0
22378,18889.0,"Loretto borough, Pennsylvania",36864.0
22379,60851.0,"Lower Allen CDP, Pennsylvania",78098.0
22380,57686.0,"Lower Burrell city, Pennsylvania",68014.0
22381,51162.0,"Loyalhanna CDP, Pennsylvania",57666.0
22382,64592.0,"Lucerne Mines CDP, Pennsylvania",56826.0
22383,,"Lumber City CDP, Pennsylvania",46468.0
22384,40366.0,"Luzerne borough, Pennsylvania",48616.0
22385,37056.0,"Lykens borough, Pennsylvania",45370.0
22386,48711.0,"Lynnwood-Pricedale CDP, Pennsylvania",63210.0
22387,46667.0,"Lyons borough, Pennsylvania",59514.0
22388,34688.0,"McAdoo borough, Pennsylvania",42542.0
22389,50402.0,"McAlisterville CDP, Pennsylvania",55668.0
22390,41509.0,"McClure borough, Pennsylvania",51373.0
22391,35268.0,"McConnellsburg borough, Pennsylvania",44973.0
22392,58056.0,"McConnellstown CDP, Pennsylvania",69896.0
22393,44067.0,"McDonald borough, Pennsylvania",52027.0
22394,38816.0,"McElhattan CDP, Pennsylvania",53980.0
22395,53750.0,"McEwensville borough, Pennsylvania",58138.0
22396,66063.0,"McGovern CDP, Pennsylvania",79648.0
22397,49306.0,"McKean borough, Pennsylvania",54753.0
22398,62083.0,"McKeansburg CDP, Pennsylvania",64448.0
22399,26271.0,"McKeesport city, Pennsylvania",38077.0
22400,29431.0,"McKees Rocks borough, Pennsylvania",46830.0
22401,31228.0,"McKnightstown CDP, Pennsylvania",29494.0
22402,105066.0,"McMurray CDP, Pennsylvania",146441.0
22403,39155.0,"McSherrystown borough, Pennsylvania",51967.0
22404,60182.0,"Macungie borough, Pennsylvania",68802.0
22405,48750.0,"McVeytown borough, Pennsylvania",50930.0
22406,54464.0,"Madison borough, Pennsylvania",66110.0
22407,82917.0,"Madisonburg CDP, Pennsylvania",118760.0
22408,43438.0,"Mahaffey borough, Pennsylvania",47535.0
22409,27034.0,"Mahanoy City borough, Pennsylvania",43023.0
22410,54167.0,"Mainville CDP, Pennsylvania",66960.0
22411,58403.0,"Maitland CDP, Pennsylvania",74745.0
22412,74088.0,"Malvern borough, Pennsylvania",105123.0
22413,68875.0,"Mammoth CDP, Pennsylvania",73402.0
22414,56148.0,"Manchester borough, Pennsylvania",70236.0
22415,47245.0,"Manheim borough, Pennsylvania",55702.0
22416,42000.0,"Manns Choice borough, Pennsylvania",48932.0
22417,62407.0,"Manor borough, Pennsylvania",87182.0
22418,60417.0,"Manorville borough, Pennsylvania",65305.0
22419,41208.0,"Mansfield borough, Pennsylvania",52953.0
22420,111531.0,"Maple Glen CDP, Pennsylvania",132109.0
22421,34514.0,"Mapleton borough, Pennsylvania",42198.0
22422,67917.0,"Mapletown CDP, Pennsylvania",79572.0
22423,37961.0,"Marcus Hook borough, Pennsylvania",45116.0
22424,30972.0,"Marianna borough, Pennsylvania",47558.0
22425,59583.0,"Marianne CDP, Pennsylvania",74953.0
22426,40625.0,"Marienville CDP, Pennsylvania",44269.0
22427,50597.0,"Marietta borough, Pennsylvania",59406.0
22428,69559.0,"Marion CDP, Pennsylvania",71402.0
22429,46375.0,"Marion Center borough, Pennsylvania",54622.0
22430,40313.0,"Marion Heights borough, Pennsylvania",56658.0
22431,46806.0,"Marklesburg borough, Pennsylvania",50405.0
22432,41250.0,"Markleysburg borough, Pennsylvania",50095.0
22433,31786.0,"Marlin CDP, Pennsylvania",49253.0
22434,55625.0,"Mars borough, Pennsylvania",66988.0
22435,34655.0,"Marshallton CDP, Pennsylvania",44247.0
22436,38548.0,"Martinsburg borough, Pennsylvania",49952.0
22437,36354.0,"Martins Creek CDP, Pennsylvania",53825.0
22438,48704.0,"Marysville borough, Pennsylvania",56793.0
22439,31933.0,"Masontown borough, Pennsylvania",46086.0
22440,71827.0,"Masthope CDP, Pennsylvania",86710.0
22441,55833.0,"Matamoras borough, Pennsylvania",71052.0
22442,30313.0,"Mather CDP, Pennsylvania",45228.0
22443,46875.0,"Mattawana CDP, Pennsylvania",56977.0
22444,52708.0,"Mayfield borough, Pennsylvania",60993.0
22445,82212.0,"Maytown CDP, Pennsylvania",85127.0
22446,59245.0,"Meadowlands CDP, Pennsylvania",98403.0
22447,59327.0,"Meadowood CDP, Pennsylvania",70593.0
22448,34826.0,"Meadville city, Pennsylvania",54405.0
22449,53593.0,"Mechanicsburg borough, Pennsylvania",67346.0
22450,55972.0,"Mechanicsville borough, Pennsylvania",58041.0
22451,68827.0,"Media borough, Pennsylvania",85958.0
22452,48317.0,"Mercer borough, Pennsylvania",58209.0
22453,43056.0,"Mercersburg borough, Pennsylvania",52447.0
22454,65156.0,"Meridian CDP, Pennsylvania",77655.0
22455,53846.0,"Mertztown CDP, Pennsylvania",46874.0
22456,50625.0,"Meshoppen borough, Pennsylvania",56256.0
22457,,"Messiah College CDP, Pennsylvania",
22458,38750.0,"Mexico CDP, Pennsylvania",54749.0
22459,37868.0,"Meyersdale borough, Pennsylvania",46816.0
22460,43125.0,"Middleburg borough, Pennsylvania",52040.0
22461,48977.0,"Middleport borough, Pennsylvania",50645.0
22462,42721.0,"Middletown borough, Pennsylvania",53247.0
22463,75469.0,"Middletown CDP, Pennsylvania",95125.0
22464,28646.0,"Midland borough, Pennsylvania",36384.0
22465,46161.0,"Midway CDP, Pennsylvania",55370.0
22466,53750.0,"Midway borough, Pennsylvania",58113.0
22467,40069.0,"Mifflin borough, Pennsylvania",47402.0
22468,45259.0,"Mifflinburg borough, Pennsylvania",51256.0
22469,39583.0,"Mifflintown borough, Pennsylvania",47724.0
22470,44591.0,"Mifflinville CDP, Pennsylvania",60477.0
22471,45302.0,"Milesburg borough, Pennsylvania",50580.0
22472,56250.0,"Milford borough, Pennsylvania",77190.0
22473,108274.0,"Milford Square CDP, Pennsylvania",122768.0
22474,32750.0,"Millbourne borough, Pennsylvania",41556.0
22475,27778.0,"Mill Creek borough, Pennsylvania",46010.0
22476,39420.0,"Millersburg borough, Pennsylvania",46008.0
22477,63250.0,"Millerstown borough, Pennsylvania",72725.0
22478,41455.0,"Millersville borough, Pennsylvania",58674.0
22479,45417.0,"Millerton CDP, Pennsylvania",49478.0
22480,43661.0,"Mill Hall borough, Pennsylvania",56471.0
